event_1,event_2,label,dup_type,char_sim,norm_sim,jaccard,len_1,len_2,tok_1,tok_2,len_diff,tok_diff,same_action,same_domain
pay_ecom_topup_finish,pay_ecom_topup_finish,1,exact,1.0,1.0,1.0,21,21,4,4,0,0,1,1
support_chat_invalid_attachment_bubble_view,support_chat_bubble_attachment_invalid_view,1,permutation,0.7442,0.7442,1.0,43,43,6,6,0,0,1,1
customer_products_home_page_screen_view,all_payments_sidepanel_open,0,not_duplicate,0.3636,0.3636,0.0,39,27,6,4,12,2,0,0
benefits_section_click,business_card_customize_close,0,not_duplicate,0.3922,0.3922,0.0,22,29,3,4,7,1,0,0
open_account_success_screen_finish_button_click,open_account_success_screen_finish_button_click,1,exact,1.0,1.0,1.0,47,47,7,7,0,0,1,1
level_owner_trainer_click,daily_pay_usage_information_take_money_button_click,0,not_duplicate,0.4211,0.4211,0.0909,25,51,4,8,26,4,1,0
mvno_registration_sim_card_type_screen_view,chatv3_play_video_click,0,not_duplicate,0.2727,0.2727,0.0,43,23,7,4,20,3,0,0
trusted_networks_edit_network_click,trusted_networks_edit_metwork_click,1,typo,0.9714,0.9714,0.6667,35,35,5,5,0,0,1,1
bil_conditions_click,prelogin_lpr_error_network_s_event,0,not_duplicate,0.3333,0.3333,0.0,20,34,3,6,14,3,0,0
card_unblocking_init_button_click,option_services_subscriptions_info_click,0,not_duplicate,0.3562,0.3562,0.1111,33,40,5,5,7,0,1,0
my_categories_edit_category_button_save,my_categories_edti_category_button_save,1,typo,0.9744,0.9744,0.7143,39,39,6,6,0,0,1,1
passport_page_button_start_call_click,suggestion_rephrase_click,0,not_duplicate,0.4516,0.4516,0.125,37,25,6,3,12,3,1,0
channels_counter_settings_settings_click_click,loan_refinancing_selfrestriction_back_button_click,0,not_duplicate,0.3542,0.3542,0.1111,46,50,6,6,4,0,1,0
personal_manager_change_different_manager_click,manager_manager_change_different_personal_click,1,permutation,0.766,0.766,1.0,47,47,6,6,0,0,1,0
revenue_notifications_ved_no_connection_detail_screen_view,revenue_notifications_ved_no_connectiin_detail_screen_view,1,typo,0.9828,0.9828,0.7778,58,58,8,8,0,0,1,1
salary_moneybox_result_screen_screen_view,retention_retention_multioffer_open,0,not_duplicate,0.3158,0.3158,0.0,41,35,6,4,6,2,0,0
deeplink_sour_e_click,games_account_impression,0,not_duplicate,0.3111,0.3111,0.0,21,24,4,3,3,1,0,0
my_products_error_screen_view,my_products_problem_tab_view,1,semantic,0.7018,0.7018,0.4286,29,28,5,5,1,0,1,1
trade_acquiring_operation_history_info_copy,trade-acquiring-operation-history-info-copy,1,case,0.8837,1.0,0.0,43,43,6,1,0,5,0,0
onboarding_mmb_onboarding_agreement_close,onboarrding_mmb_onboarding_agreement_close,1,typo,0.988,0.988,0.8,41,42,5,5,1,0,1,0
abm_acq_sbp_form_manager_phone_error,abm acq sbp form manager phone error,1,case,0.8333,1.0,0.0,36,36,7,1,0,6,0,0
contact_with_bank_phone_number_click,mb_connect_disconnect_fail_open,0,not_duplicate,0.3582,0.3582,0.0,36,31,6,5,5,1,0,0
id_phone_and_password_error,id_phone_and_password_fail,1,synonym,0.8302,0.8302,0.6667,27,26,5,5,1,0,0,1
pay_control_activate_biometry_click,loan_refinancing_final_check_button_click,0,not_duplicate,0.2895,0.2895,0.1,35,41,5,6,6,1,1,0
button_banner_open,btn_offer_open,1,semantic,0.6875,0.6875,0.2,18,14,3,3,4,0,1,0
passcode_settings_result_view,passcode_config_answer_view,1,semantic,0.6071,0.6071,0.3333,29,27,4,4,2,0,1,1
change_card_design_gallery_close,change_ard_design_gallery_close,1,typo,0.9841,0.9841,0.6667,32,31,5,5,1,0,1,1
currency_control_ved_no_connection_list_screen_view,combo_card_signing_additional_agreement_screen_view,0,not_duplicate,0.4902,0.4902,0.1538,51,51,8,7,0,1,1,0
business_card_customize_close,auth_page_temppassword_send_click,0,not_duplicate,0.3871,0.3871,0.0,29,33,4,5,4,1,0,0
support_chat_message_menu_long_tap,abm_ecom_cabinet_select_resource_click,0,not_duplicate,0.3056,0.3056,0.0,34,38,6,6,4,0,0,0
card_closing_button_view,debit_closing_btn_open,1,semantic,0.6522,0.6522,0.1429,24,22,4,4,2,0,0,0
travel_main_profile_click,travel_main_profile_click,1,exact,1.0,1.0,1.0,25,25,4,4,0,0,1,1
support_chat_invalid_attachment_bubble_view,service_dialog_invalid_attachment_bubble_open,1,semantic,0.6818,0.6818,0.3333,43,45,6,6,2,0,0,0
travel_loyalty_activate_button_click,partners_promotions_loader_page_screen_view,0,not_duplicate,0.3291,0.3291,0.0,36,43,5,6,7,1,0,0
imsi_confirmation_call_to_manager_click,customize_widget_dashboard_move_widget_click,0,not_duplicate,0.3133,0.3133,0.1,39,44,6,6,5,0,1,0
safeboxes_details_screen_view,settings_accelerometer_enable_global_shake_event_click,0,not_duplicate,0.3614,0.3614,0.0,29,54,4,7,25,3,0,0
abm_acq_sbp_form_step_1_impression,abm_acq_fastpay_fields_step_1_impression,1,semantic,0.8108,0.8108,0.5556,34,40,7,7,6,0,1,1
passport_page_button_another_contacts_click,passport_page_button_another_contacts_select,1,synonym,0.8966,0.8966,0.7143,43,44,6,6,1,0,0,1
goods_list_button_click,goods_entries_btn_click,1,semantic,0.7826,0.7826,0.3333,23,23,4,4,0,0,1,1
accounts_screen_pageview,accounts_screen_open,1,synonym,0.8182,0.8182,0.5,24,20,3,3,4,0,0,1
investment_account_top_up_account_click,investment_account_top_up_account_click,1,exact,1.0,1.0,1.0,39,39,6,6,0,0,1,1
reports_middle_screen_button_click,main_screen_product_impression,0,not_duplicate,0.4375,0.4375,0.125,34,30,5,4,4,1,0,0
notification_center_notification_impression,notification_center_notification_open,1,semantic,0.9,0.9,0.5,43,37,4,4,6,0,0,1
result_screen_screen_view_result_screen,favorite_account_widget_ghost_offer_loaded_impression,0,not_duplicate,0.1087,0.1087,0.0,39,53,6,7,14,1,0,0
card_issue_card_acheck_input_number_open,debit_issue_debit_acheck_input_number_load,1,semantic,0.7561,0.7561,0.5,40,42,7,7,2,0,0,0
result_screen_advice_banner_impression,passport_page_button_log_in_click,0,not_duplicate,0.3099,0.3099,0.0,38,33,5,6,5,1,0,0
ppf_insurance_confirm_button_click,passport_page_phone_number_enter,0,not_duplicate,0.3333,0.3333,0.0,34,32,5,5,2,0,0,0
sdui_screen_error_error,screen_sdui_error_error,1,permutation,0.7826,0.7826,1.0,23,23,4,4,0,0,1,0
promocodes_list_faq_screen_view,absc_contract_list_screen_open_screen,0,not_duplicate,0.4706,0.4706,0.25,31,37,5,6,6,1,0,0
chatv3_promo_selector_get,chatv3_promo_selector_fetch,1,synonym,0.9231,0.9231,0.6,25,27,4,4,2,0,0,1
retention_retention_multioffer_open,retention_retention_multioffer_cancel,1,semantic,0.8889,0.8889,0.5,35,37,4,4,2,0,0,1
ui_action_get_available_tariff_submit,trade_acquiring_trade_spot_trade_spot_edit,0,not_duplicate,0.3544,0.3544,0.0,37,42,6,7,5,1,0,0
loan_refinancing_prefinal_screen_screen_view,loan_erfinancing_prefinal_screen_screen_view,1,typo,0.9773,0.9773,0.6667,44,44,6,6,0,0,1,1
mvno_registration_another_mnp_number_screen_view,mvno_another_registration_mnp_number_screen_view,1,permutation,0.8333,0.8333,1.0,48,48,7,7,0,0,1,1
investments_account_closure_button_click,x5_account_main_click,0,not_duplicate,0.5246,0.5246,0.2857,40,21,5,4,19,1,1,0
currency_control_ved_loading_error_details_screen_view,forex_control_ved_loading_issue_details_screen_open,1,semantic,0.781,0.781,0.4545,54,51,8,8,3,0,0,0
premium_insurance_insurance_download_click,add_expense_confirm_expense_finish,0,not_duplicate,0.1842,0.1842,0.0,42,34,5,5,8,0,0,0
partners_promotions_promotion_view,accounts_remap_accounts_remap_cell_click,0,not_duplicate,0.2973,0.2973,0.0,34,40,4,6,6,2,0,0
ruble_payment_nonresident_contract_number_field_click,ruble_transfer_nonresident_contract_number_field_select,1,semantic,0.8148,0.8148,0.5556,53,55,7,7,2,0,0,1
investments_account_closure_signing_reject,phone_bank_transfer_banner_click,0,not_duplicate,0.2973,0.2973,0.0,42,32,5,5,10,0,0,0
support_chat_invalid_attachment_bubble_view,support_chat_invalid_attachment_bubble_view,1,exact,1.0,1.0,1.0,43,43,6,6,0,0,1,1
credit_sb_abm_credit_product_select,restructuring_bil_conditions_click,0,not_duplicate,0.2899,0.2899,0.0,35,34,6,4,1,2,0,0
precious_metals_showcase_showcase_detailed_coins_click,precious_coins_showcase_showcase_detailed_metals_click,1,permutation,0.8333,0.8333,1.0,54,54,7,7,0,0,1,1
subscription_owner_tariff_back,tariff_owner_subscription_back,1,permutation,0.5667,0.5667,1.0,30,30,4,4,0,0,1,0
ofd_receipts_view_shopping_list_click,dom_main_page_button_click,0,not_duplicate,0.4127,0.4127,0.1,37,26,6,5,11,1,1,0
my_products_list_filters_bottom_sheet_click,my_products_list_filters_bottom_sheet_click,1,exact,1.0,1.0,1.0,43,43,7,7,0,0,1,1
tab_close,sign_lpr_result_screen_error,0,not_duplicate,0.2162,0.2162,0.0,9,28,2,5,19,3,0,0
currency_control_ved_contract_currency_field_click,communication_center_open_markdown_link_click,0,not_duplicate,0.3368,0.3368,0.0909,50,45,7,6,5,1,1,0
subscription_owner_change_tariff_click,restructuring_bil_tab_choice_click,0,not_duplicate,0.4444,0.4444,0.1111,38,34,5,5,4,0,1,0
downloading_signed_statements_download_document_click,downloading_signed_statements_download_document_select,1,synonym,0.9159,0.9159,0.7143,53,54,6,6,1,0,0,1
profit_header_text_click,restructuring_bil_tab_choice_click,0,not_duplicate,0.4138,0.4138,0.125,24,34,4,5,10,1,1,0
advices_banner_close,upgrades_widget_credits_widget_impression,0,not_duplicate,0.2951,0.2951,0.0,20,41,3,5,21,2,0,0
apologetic_gift_details_button_banner_click,mb_connect_network_error_error,0,not_duplicate,0.1644,0.1644,0.0,43,30,6,5,13,1,0,0
bil_not_found_inn_click,bil_not_found_inn_click,1,exact,1.0,1.0,1.0,23,23,5,5,0,0,1,1
id_login_success,id_login_success,1,exact,1.0,1.0,1.0,16,16,3,3,0,0,1,1
personal_manager_call_to_manager_screen_view,opening_an_escrow_account_registration_of_ddu_data_view,0,not_duplicate,0.3434,0.3434,0.0714,44,55,7,9,11,2,1,0
sign_lpr_result_screen_error,channels_counter_settings_open_screen_click,0,not_duplicate,0.3944,0.3944,0.1,28,43,5,6,15,1,0,0
deposit_calculator_main_screen_select_currency,deposit_select_main_screen_calculator_currency,1,permutation,0.7609,0.7609,1.0,46,46,6,6,0,0,1,1
loan_refinancing_no_credits_screen_view,onboarding_mmb_spotlight_close,0,not_duplicate,0.3188,0.3188,0.0,39,30,6,4,9,2,0,0
operations_filters_period_click,filters_operations_period_click,1,permutation,0.7419,0.7419,1.0,31,31,4,4,0,0,1,0
currency_payments_ved_kvo_field_click,exchange_payments_ved_kvo_field_press,1,semantic,0.7027,0.7027,0.5,37,37,6,6,0,0,0,0
individual_salary_create_application_create,salary_individual_create_application_create,1,permutation,0.8372,0.8372,1.0,43,43,5,5,0,0,1,0
prelogin_lpr_refuse_btm_confirmation_s_click,prelogin-lpr-refuse-btm-confirmation-s-click,1,case,0.8636,1.0,0.0,44,44,7,1,0,6,0,0
opening_an_escrow_account_account_selection_error,opening_an_escrow_account_account_selection_fail,1,synonym,0.9072,0.9072,0.7143,49,48,7,7,1,0,0,1
games_continue_button_click,passcode_settings_info_screen_view,0,not_duplicate,0.3607,0.3607,0.0,27,34,4,5,7,1,0,0
credit_sb_abm_save_guarantor_validation_error_error,CreditSbAbmSaveGuarantorValidationErrorError,1,case,0.7579,1.0,0.0,51,44,8,1,7,7,0,0
chat_with_bank_message_input_field_click,chat_with_bank_message_input_field_click,1,exact,1.0,1.0,1.0,40,40,7,7,0,0,1,1
advices_banner_impression,new_calculator_constructor_click,0,not_duplicate,0.1053,0.1053,0.0,25,32,3,4,7,1,0,0
id_otp_form_screen_view,id_otp_form_screen_view,1,exact,1.0,1.0,1.0,23,23,5,5,0,0,1,1
abm_acq_form_report_emale_error,personal_manager_change_manager_reason_click,0,not_duplicate,0.32,0.32,0.0,31,44,6,6,13,0,0,0
branch_operations_map_click,session_start,0,not_duplicate,0.3,0.3,0.0,27,13,4,2,14,2,0,0
ruble_payment_nonresident_contract_number_field_click,account_closing_multistep_button_click,0,not_duplicate,0.2857,0.2857,0.0909,53,38,7,5,15,2,1,0
upgrades_widget_credits_widget_impression,compensation_click,0,not_duplicate,0.2712,0.2712,0.0,41,18,5,2,23,3,0,0
pay_control_break_connection_click,pay_control_break_connection_click,1,exact,1.0,1.0,1.0,34,34,5,5,0,0,1,1
safeboxes_second_step_screen_view,contact_with_bank_support_chat_click,0,not_duplicate,0.2899,0.2899,0.0,33,36,5,6,3,1,0,0
ksp_early_repayment_step_two_ad_screen_view,ksp_early_repayment_step_two_ad_screen_view,1,exact,1.0,1.0,1.0,43,43,8,8,0,0,1,1
mortgage_insurance_details_click,prosalary_change_button_click,0,not_duplicate,0.4262,0.4262,0.1429,32,29,4,4,3,0,1,0
geps_button_click,roadmap_cib_screen_open,0,not_duplicate,0.15,0.15,0.0,17,23,3,4,6,1,0,0
self_employed_instructions_screen_view,self_employed_instructions_screen_open,1,synonym,0.9211,0.9211,0.6667,38,38,5,5,0,0,0,1
marketplace_redirect_from_old_location_click,piggy_bank_in_progress_button_view,0,not_duplicate,0.2564,0.2564,0.0,44,34,6,6,10,0,0,0
personal_manager_rate_comment_edit,ai_summarizer_chat_button_click,0,not_duplicate,0.3385,0.3385,0.0,34,31,5,5,3,0,0,0
user_settings_add_photo_choose,user_config_add_avatar_choose,1,semantic,0.678,0.678,0.4286,30,29,5,5,1,0,1,1
trusted_networks_delete_network_close,trusted_networks_delete_network_close,1,exact,1.0,1.0,1.0,37,37,5,5,0,0,1,1
loan_refinancing_landing_continue_click,paycontrol_deletion_reconfigurate_reject,0,not_duplicate,0.3291,0.3291,0.0,39,40,5,4,1,1,0,0
mb_connect_loader_open,connect_mb_loader_open,1,permutation,0.8636,0.8636,1.0,22,22,4,4,0,0,1,0
self_employed_check_success_screen_view,self_employed_check_done_view_view,1,semantic,0.7123,0.7123,0.5714,39,34,6,6,5,0,1,1
retention_retention_multioffer_cancel,retention_retention_multioffer_abort,1,synonym,0.8767,0.8767,0.5,37,36,4,4,1,0,0,1
mvno_registration_benefit_screen_view,passport_page_bottom_sheet_screen_view,0,not_duplicate,0.5333,0.5333,0.2222,37,38,5,6,1,1,1,0
personal_manager_result_screen_screen_view,companies_hub_bottom_sheet_click,0,not_duplicate,0.2703,0.2703,0.0,42,32,6,5,10,1,0,0
settings_activate_button_click,activation_retention_retention_offer_try,0,not_duplicate,0.3143,0.3143,0.0,30,40,4,5,10,1,0,0
ofd_receipts_camera_camera_error_error,carousel_for_you_banners_scroll,0,not_duplicate,0.3188,0.3188,0.0,38,31,6,5,7,1,0,0
cashback_drum_screen_view,travel_main_faq_expand,0,not_duplicate,0.2128,0.2128,0.0,25,22,4,4,3,0,0,0
settings_accelerometer_permissions_declined_click,settings_permissions_accelerometer_declined_click,1,permutation,0.7551,0.7551,1.0,49,49,5,5,0,0,1,1
client_limit_metrics_edit_limit_form_view,card_activation_multistep_pin_entry_screen_screen_view,0,not_duplicate,0.3158,0.3158,0.0833,41,54,7,8,13,1,1,0
individual_salary_income_transfer_agreement_start_loaded_screen_view,individual_salary_income_transfer_agreement_start_loaded_screen_view,1,exact,1.0,1.0,1.0,68,68,9,9,0,0,1,1
loan_refinancing_relend_processing_after_change_screen_view,loan_refinancing_relend_processing_after_change_screen_view,1,exact,1.0,1.0,1.0,59,59,8,8,0,0,1,1
welcome_animation_open,premium_service_only_premium_service_screen_view,0,not_duplicate,0.2857,0.2857,0.0,22,48,3,7,26,4,0,0
operation_details_claim_button_click,revenue_notifications_ved_revenue_notification_document_click,0,not_duplicate,0.3711,0.3711,0.1,36,61,5,7,25,2,1,0
cc2_metro_click,CC2_METRO_CLICK,1,case,0.2,1.0,0.0,15,15,3,3,0,0,0,0
branch_operations_back_button_click,branch_back_operations_button_click,1,permutation,0.8571,0.8571,1.0,35,35,5,5,0,0,1,1
geo_map_show_on_map_click,geo_map_show_on_map_click,1,exact,1.0,1.0,1.0,25,25,6,6,0,0,1,1
individual_salary_autorefill_click,individual_salary_autorefill_click,1,exact,1.0,1.0,1.0,34,34,4,4,0,0,1,1
change_of_ddu_data_compliance_check_error,change_of_ddu_data_compliance_check_error,1,exact,1.0,1.0,1.0,41,41,7,7,0,0,1,1
stories_pages_redesign_pages_click,currency_payments_ved_amount_field_click,0,not_duplicate,0.4595,0.4595,0.1111,34,40,5,6,6,1,1,0
external_card_save_card_save_click,x5_auth_biometric_error,0,not_duplicate,0.2105,0.2105,0.0,34,23,6,4,11,2,0,0
personal_manager_change_different_office_select,trade_acquiring_trade_spot_new_terminal_click,0,not_duplicate,0.2174,0.2174,0.0,47,45,6,7,2,1,0,0
communication_center_close_media_gallery_click,personal_account_mvno_tariff_remains_gb_click,0,not_duplicate,0.3736,0.3736,0.0833,46,45,6,7,1,1,1,0
personal_insurance_account_insurance_terms_screen_view,personal_insueance_account_insurance_terms_screen_view,1,typo,0.9815,0.9815,0.8571,54,54,7,7,0,0,1,1
personal_manager_rate_callback_click,Personal-Manager-Rate-Callback-Click,1,case,0.75,1.0,0.0,36,36,5,1,0,4,0,0
search_claim_search_claim_error_submit,find_claim_find_claim_error_submit,1,semantic,0.7222,0.7222,0.6,38,34,6,6,4,0,1,0
my_documents_confirm_data_click,my_documents_confirm_data_select,1,synonym,0.8571,0.8571,0.6667,31,32,5,5,1,0,0,1
goods_list_event_add,kpn_application_lpr_send_error_button_click,0,not_duplicate,0.254,0.254,0.0,20,43,4,7,23,3,0,0
marketplace_carousel_card_fail,companies_hub_screen_view,0,not_duplicate,0.2545,0.2545,0.0,30,25,4,4,5,0,0,0
universal_offer_lpr_not_available_error,piggy_bank_deposit_screen_screen_view,0,not_duplicate,0.1842,0.1842,0.0,39,37,6,6,2,0,0,0
ppf_insurance_open_document_viewer_click,personal_account_mvno_my_services_add_button_click,0,not_duplicate,0.4,0.4,0.0769,40,50,6,8,10,2,1,0
communication_center_bottom_sheet_push_toggle_click,ppf_insurance_confirm_button_click,0,not_duplicate,0.3294,0.3294,0.0909,51,34,7,5,17,2,1,0
messages_hint_close,corporate_new_credit_page_view,0,not_duplicate,0.2857,0.2857,0.0,19,30,3,5,11,2,0,0
support_chat_search_click,widget_customer_products_widget_load,0,not_duplicate,0.1967,0.1967,0.0,25,36,4,5,11,1,0,0
precious_metals_showcase_showcase_metals_order_rules_click,smart_camera_camera_scan,0,not_duplicate,0.2195,0.2195,0.0,58,24,8,4,34,4,0,0
revenue_notifications_ved_revenue_notification_details_screen_view,rko_save_changes_error,0,not_duplicate,0.25,0.25,0.0,66,22,8,4,44,4,0,0
piggy_bank_creation_error_error,personal_manager_open_change_metro_screen_view,0,not_duplicate,0.2857,0.2857,0.0,31,46,5,7,15,2,0,0
cashback_statistics_limits_info_click,referral_recommendation_button_click,0,not_duplicate,0.3562,0.3562,0.125,37,36,5,4,1,1,1,0
role_model_users_new_click,scheduled_statement_statement_rules_view,0,not_duplicate,0.3333,0.3333,0.0,26,40,5,5,14,0,0,0
client_limit_metrics_send_limit_form_click,smart_camera_for_metering_scanner_screen_view,0,not_duplicate,0.3448,0.3448,0.0,42,45,7,7,3,0,0,0
loan_refinancing_deny_relend_after_docs_formation_screen_view,abm_acq_sbp_form_step_2_impression,0,not_duplicate,0.2947,0.2947,0.0,61,34,9,7,27,2,0,0
dom_address_delete_final_impression,dom_address_delete_final_impressioon,1,typo,0.9859,0.9859,0.6667,35,36,5,5,1,0,0,1
prelogin_lpr_product_error,prelogin_product_lpr_error,1,permutation,0.8462,0.8462,1.0,26,26,4,4,0,0,1,1
deeplink_webview_navigation_error,deeplink_webview_navigatioon_error,1,typo,0.9851,0.9851,0.6,33,34,4,4,1,0,1,1
mvno_registration_select_phone_number_type_click,mvno_phone_select_registration_number_type_click,1,permutation,0.7292,0.7292,1.0,48,48,7,7,0,0,1,1
self_employed_registration_click,self_employed_registration_select,1,synonym,0.8615,0.8615,0.6,32,33,4,4,1,0,0,1
change_of_ddu_data_account_for_return_view,change_of_ddu_data_account_for_return_show,1,synonym,0.9286,0.9286,0.7778,42,42,8,8,0,0,0,1
marketplace_carousel_card_impression,msrketplace_carousel_card_impression,1,typo,0.9722,0.9722,0.6,36,36,4,4,0,0,1,0
bil_approved_sum_click,cashback_statistics_column_click,0,not_duplicate,0.4444,0.4444,0.1429,22,32,4,4,10,0,1,0
digital_insurance_showcase_screen_view,global_search_search_choice_click,0,not_duplicate,0.2817,0.2817,0.0,38,33,5,5,5,0,0,0
pay_control_add_open,pay_control_add_open,1,exact,1.0,1.0,1.0,20,20,4,4,0,0,1,1
bil_start_screen_click,bil_start_screen_touch,1,synonym,0.8182,0.8182,0.6,22,22,4,4,0,0,0,1
premium_service_only_insurance_click,service_premium_only_insurance_click,1,permutation,0.7778,0.7778,1.0,36,36,5,5,0,0,1,0
ruble_payment_nonresident_amount_field_click,currency_exchange_ved_confirm_order_cancellation_button_click,0,not_duplicate,0.3619,0.3619,0.0769,44,61,6,8,17,2,1,0
support_chat_file_resend,mb_connect_company_filter_open,0,not_duplicate,0.4815,0.4815,0.0,24,30,4,5,6,1,0,0
rko_outpayment_open,personal_account_mvno_tariff_remains_sms_click,0,not_duplicate,0.3385,0.3385,0.0,19,46,3,7,27,4,0,0
widget_payment_notification_widget_view,credit_sb_abm_authority_name_edit,0,not_duplicate,0.2222,0.2222,0.0,39,33,5,6,6,1,0,0
card_issue_card_showcase_back,chat_with_bank_alert_not_manager_click,0,not_duplicate,0.2985,0.2985,0.0,29,38,5,7,9,2,0,0
bil_premfo_polling_animation_view_screen_view,bil_premfo_polking_animation_view_screen_view,1,typo,0.9778,0.9778,0.7143,45,45,7,7,0,0,1,1
currency_control_ved_oos_file_generation_confirmation_button_click,currencyControlVedOosFileGenerationConfirmationButtonClick,1,case,0.8065,1.0,0.0,66,58,9,1,8,8,0,0
goskey_nep_pop_up_close,goskey_nep_pop_up_clise,1,typo,0.9565,0.9565,0.6667,23,23,5,5,0,0,0,1
bil_refusal_view_screen_view,bil_screen_view_refusal_view,1,permutation,0.5714,0.5714,1.0,28,28,5,5,0,0,1,1
operations_history_error_loading_operations_error,issued_bills_bundle_payment_results_impression,0,not_duplicate,0.1474,0.1474,0.0,49,46,6,6,3,0,0,0
contact_with_bank_manager_click,precious_metals_showcase_showcase_metals_screen_view,0,not_duplicate,0.3133,0.3133,0.0,31,52,5,7,21,2,0,0
global_search_search_from_payments_click,global_search_search_from_payments_click,1,exact,1.0,1.0,1.0,40,40,6,6,0,0,1,1
communication_center_close_media_gallery_click,communicationcenterclosemediagalleryclick,1,case,0.9425,0.9425,0.0,46,41,6,1,5,5,0,0
history_action_disable_user_success,disable_action_history_user_success,1,permutation,0.7143,0.7143,1.0,35,35,5,5,0,0,1,0
dpz_insurance_document_click,dpz_insurance_paper_click,1,semantic,0.7925,0.7925,0.6,28,25,4,4,3,0,1,1
salary_moneybox_info_sheet_pdf_click,currency_control_ved_contractor_name_field_click,0,not_duplicate,0.4048,0.4048,0.0833,36,48,6,7,12,1,1,0
navigation_bar_error,nsvigation_bar_error,1,typo,0.95,0.95,0.5,20,20,3,3,0,0,1,0
daily_pay_usage_successful_confirmation_screen_screen_view,my_products_list_filters_bottom_sheet_reset,0,not_duplicate,0.2178,0.2178,0.0,58,43,8,7,15,1,0,0
currency_exchange_ved_document_list_view,currency_exchange_ved_paper_records_view,1,semantic,0.725,0.725,0.5,40,40,6,6,0,0,1,1
investment_account_withdrawal_click,account_investment_withdrawal_click,1,permutation,0.7714,0.7714,1.0,35,35,4,4,0,0,1,0
change_tariff_change_tariff_sign_document_success,chatv3_quote_send,0,not_duplicate,0.2424,0.2424,0.0,49,17,7,3,32,4,0,0
suggestion_instructions_click,suggetion_instructions_click,1,typo,0.9825,0.9825,0.5,29,28,3,3,1,0,1,0
card_order_third_party_offers_screen_view,Card-Order-Third-Party-Offers-Screen-View,1,case,0.6829,1.0,0.0,41,41,7,1,0,6,0,0
trade_acquiring_operation_history_email_change,customer_products_home_page_screen_view,0,not_duplicate,0.2588,0.2588,0.0,46,39,6,6,7,0,0,0
subscription_manager_operation_history_click,cashback_change_of_loyalty_click,0,not_duplicate,0.5,0.5,0.1111,44,32,5,5,12,0,1,0
ui_action_change_tariff_sign_document_success,ui_action_change_tariff_sign_documment_success,1,typo,0.989,0.989,0.75,45,46,7,7,1,0,1,1
x5_auth_pin_success,x5_auth_pin_finish,1,synonym,0.7027,0.7027,0.6,19,18,4,4,1,0,0,1
external_card_details_name_click,piggy_bank_accept_button_screen_view,0,not_duplicate,0.1765,0.1765,0.0,32,36,5,6,4,1,0,0
support_chat_message_click,device_manage_reasons_list_view,0,not_duplicate,0.3158,0.3158,0.0,26,31,4,5,5,1,0,0
longread_ao_like_click,benefits_screen_view,0,not_duplicate,0.2857,0.2857,0.0,22,20,4,3,2,1,0,0
abm_acq_sbp_landing_send_request_click,abm_acq_sbp_landing_send_request_tap,1,synonym,0.8919,0.8919,0.75,38,36,7,7,2,0,0,1
currency_payments_ved_ontractor_feild_click,personal_insurance_account_call_to_manager_click,0,not_duplicate,0.4176,0.4176,0.0833,43,48,6,7,5,1,1,0
onboarding_finished,payslips_open_faq_click,0,not_duplicate,0.2381,0.2381,0.0,19,23,2,4,4,2,0,0
trade_acquiring_cabinet_terminate_deal_game_impression,orange_main_click,0,not_duplicate,0.2817,0.2817,0.0,54,17,7,3,37,4,0,0
pay_routing_page_resolve,navigation_bar_click,0,not_duplicate,0.3636,0.3636,0.0,24,20,4,3,4,1,0,0
create_document_button_click,sign_lpr_button_click,0,not_duplicate,0.5714,0.5714,0.3333,28,21,4,4,7,0,1,0
retention_retention_multioffer_click,retention_retention_multioffer_back,1,semantic,0.9296,0.9296,0.5,36,35,4,4,1,0,0,1
opening_an_escrow_account_sign_button_click,opening_an_escrow_account_sign_button_tap,1,synonym,0.9048,0.9048,0.75,43,41,7,7,2,0,0,1
currency_payments_ved_comission_account_button_click,chatv3_button_close_click,0,not_duplicate,0.4416,0.4416,0.2222,52,25,7,4,27,3,1,0
card_issue_card_acheck_open,statement_export_succeed_statement_open,0,not_duplicate,0.3333,0.3333,0.1429,27,39,5,5,12,0,1,0
personal_manager_change_office_city_select,personal_manager_change_office_city_select,1,exact,1.0,1.0,1.0,42,42,6,6,0,0,1,1
passcode_settings_info_screen_click,passcode_settings_screen_info_click,1,permutation,0.8571,0.8571,1.0,35,35,5,5,0,0,1,1
my_products_promo_product_promo_impression,my_products_promo_product_promo_impression,1,exact,1.0,1.0,1.0,42,42,6,6,0,0,1,1
rko_save_changes_error,cancel_change_tariff_cancel_change_tariff_sign_document_success,0,not_duplicate,0.2824,0.2824,0.0,22,63,4,9,41,5,0,0
widget_premium_service_widget_click,investment_account_back_button_back,0,not_duplicate,0.2571,0.2571,0.0,35,35,5,5,0,0,0,0
ruble_payment_nonresident_purpose_hint_button_click,currency_payments_ved_commission_account_screen_view,0,not_duplicate,0.4078,0.4078,0.0,51,52,7,7,1,0,0,0
recommendations_spoiler_banner_error,onboarding_mmb_onboarding_agreement_back,0,not_duplicate,0.2368,0.2368,0.0,36,40,4,5,4,1,0,0
downloading_signed_statements_select_account_apply,downloading_sogned_statements_select_account_apply,1,typo,0.98,0.98,0.7143,50,50,6,6,0,0,1,1
partners_promotions_promotion_offer_impression,partnersPromotionsPromotionOfferImpression,1,case,0.8636,1.0,0.0,46,42,5,1,4,4,0,0
